505.3956,69.4245,969.0298,6.9562,384.4573,172.9383,136.9601,983.9099
849.6695,844.9912,148.5278,817.0975,88.6009,853.3416,982.742,402.9232
488.1861,533.0268,762.1991,652.2831,573.4008,700.8438,446.9588,138.8188
613.3083,706.9012,53.1584,840.7757,878.9152,240.4446,438.9777,529.4261
56.3138,760.8355,1.3981,548.8448,105.7712,414.2006,849.5171,263.6351
949.7653,832.6446,543.2963,170.2101,693.2842,439.4586,20.072,901.7355
537.3076,33.2479,614.4655,685.2503,954.4766,46.1745,583.5826,578.9778
774.052,10.359,138.6645,948.6571,983.5396,17.8271,942.5226,239.4776
703.2298,244.8546,855.0646,738.6386,614.3746,554.2447,591.9406,274.7648
569.5849,470.876,829.4132,284.3724,676.1236,263.4013,874.9338,28.4093
842.1261,879.8717,396.7017,191.8045,603.8782,63.3694,683.137,803.1602
503.6654,915.8749,359.5087,425.695,679.7276,712.053,220.3197,140.9222
81.9039,13.5041,495.8627,197.2613,667.4951,554.8433,366.6682,650.7753
16.6348,43.8274,880.967,600.6074,84.7222,409.7854,63.1898,602.8373
381.6678,251.5592,824.0984,837.2198,375.1655,935.5498,347.9565,851.3189
590.7494,131.6112,822.2526,882.3273,730.8902,434.8384,41.2269,317.6917
843.2702,945.9867,947.7091,756.218,801.6139,731.5415,233.079,325.4346
563.1784,312.6186,928.8299,975.7574,113.4798,449.2406,261.2601,63.7959
352.5409,205.0259,330.0742,640.599,562.6696,930.0835,526.4177,491.2294
469.7268,60.4898,403.763,618.9047,148.5214,984.1114,73.2933,579.4322
231.3307,79.4667,748.6149,225.7254,4.4966,627.7982,405.0498,801.7246
83.0127,408.5728,687.9645,413.705,885.4914,396.9281,764.8624,360.4452
420.2448,845.3961,319.1312,971.9049,233.054,272.7579,719.4715,20.7846
151.5269,935.4557,319.7997,307.6751,70.2738,172.7296,137.6584,399.0736
548.5716,714.0995,593.6725,97.9233,537.6766,727.2416,90.5496,752.2915
202.5463,144.6805,35.3835,59.0198,27.2896,229.494,875.0254,616.8114
473.883,796.2431,115.6822,665.9855,776.3384,753.4076,666.0053,76.3309
145.6706,879.5244,683.8719,727.1725,978.6647,476.7535,818.1816,385.9132
149.9854,714.2883,674.1235,809.6794,288.3157,134.2148,226.3449,745.1113
471.0699,859.9471,917.0644,888.9238,903.6417,518.1276,417.8395,790.5148
300.0648,699.1729,879.0446,231.5392,533.1557,398.9437,416.3206,624.2967
888.1479,424.1365,688.391,197.9352,407.8031,614.7199,662.8544,35.1021
992.5971,487.0636,853.1518,21.467,50.9983,581.1934,385.101,870.9887
352.5428,178.2915,250.3674,607.1087,769.177,487.9635,476.7743,974.3688
843.8779,902.8352,276.3175,761.577,92.3123,94.7783,819.4904,123.351
951.7679,615.3258,843.1674,615.8642,716.4409,311.1798,921.8762,783.8342
534.1762,278.0465,118.6415,863.8729,189.4213,846.3683,663.6577,638.8374
499.0213,419.2824,860.3505,959.7961,93.4663,881.2645,272.9172,728.4987
925.721,848.0891,466.0934,330.5772,392.9675,157.7806,673.3928,108.7386
617.4833,951.0768,590.1161,797.9302,513.9662,734.0892,88.0987,674.2279
319.3637,536.7823,561.123,292.1165,574.9141,443.1414,900.5952,442.404
174.1968,591.9986,91.0943,722.9959,909.6654,116.8899,276.3293,843.0704
470.559,546.2918,610.2338,423.5243,988.8338,300.1019,846.3326,686.4026
85.9208,242.7745,597.1626,38.7512,302.1338,573.1409,953.1766,345.454
280.9934,648.3077,895.5266,990.3832,355.1668,767.0499,363.4801,507.7691
66.7357,850.5106,474.4256,399.7642,787.3364,191.1977,814.7013,953.7533
515.9079,235.6902,637.6057,851.4039,635.6701,586.6759,914.1867,111.1644
458.7272,812.2126,388.2625,687.1826,500.9888,611.1193,839.9717,729.6144
311.7558,355.2587,493.8613,87.2421,832.5952,837.5992,638.8438,774.1989
755.9984,722.191,790.185,773.5301,122.9645,243.432,5.4192,583.0606
447.6232,621.4021,923.3793,661.8846,119.6567,56.1404,307.9819,495.9627
943.3284,145.1315,507.4586,775.0909,248.1466,642.6103,258.1602,605.6189
243.3895,535.6324,206.5018,785.6397,393.9638,89.9265,337.4822,617.3083
270.2226,683.0424,232.5956,144.5162,590.863,5.4458,913.7977,640.6038
120.938,384.876,55.9375,972.5161,700.5805,760.3367,410.6739,215.0417
348.1494,409.3417,535.6838,273.0147,10.7474,967.7266,114.2233,30.9882
921.2612,347.8001,3.5141,600.4184,88.1148,16.805,22.6401,290.1312
309.9005,649.1545,56.0157,459.9747,283.0737,455.2545,82.1806,169.9787
64.352,73.355,109.6713,618.7383,198.7992,132.3694,840.7164,67.5784
878.03,14.4007,476.8729,542.0262,668.8985,568.3827,918.7396,162.8892
55.1669,70.1449,463.2975,314.3838,211.7426,404.3245,352.2181,306.6849
513.9158,336.4571,667.1194,365.0717,605.3152,51.1421,20.2353,595.7773
778.2571,450.7776,57.2319,736.9687,3.6428,178.0409,998.6604,11.8397
905.1892,692.9192,624.7119,470.5535,401.9646,650.7152,634.6242,631.9693
131.7603,385.5197,500.4507,872.9192,518.3471,950.4416,132.6221,761.7102
15.8909,671.4071,187.4582,922.6494,142.9002,655.0729,404.0952,521.6677
860.3662,774.9238,267.3051,808.4338,407.6732,164.774,785.4646,355.551
845.8011,5.6719,962.9109,927.674,63.119,214.2303,670.8297,969.0528
395.3415,828.2077,721.3597,643.6551,416.1758,911.538,549.5649,747.1464
111.771,238.8183,126.5473,707.6841,401.2988,467.9386,513.53,279.7569
218.1013,476.3034,722.5103,161.6288,944.0876,491.4942,25.9497,192.3537
505.2243,782.1694,89.4959,539.6644,314.5914,698.0114,235.6052,269.4627
586.8174,150.224,901.6612,737.7815,41.9146,712.3337,559.6641,613.0512
136.6544,818.6132,416.885,20.8031,894.8499,292.2386,329.1082,112.8201
566.0804,453.6123,817.0406,585.3645,905.9021,774.3281,184.1816,636.7465
688.5521,256.5633,150.434,312.0573,776.1664,585.2268,680.4089,516.1705
660.0762,960.4897,596.5109,350.9704,318.7735,335.0155,41.6168,795.9753
461.842,418.4357,214.4473,665.3919,640.3494,669.7399,872.0795,701.2752
685.0473,332.0223,756.9542,348.5049,453.5431,794.3076,880.698,969.2384
72.3526,449.033,797.1586,169.0099,855.8739,986.0455,725.7563,775.5089
194.9105,342.1102,490.0855,47.0512,205.9772,939.1215,374.1182,571.1637
840.7406,599.8826,794.1801,523.2098,988.8417,901.9606,172.0322,622.9156
94.165,645.3221,970.2721,541.3339,234.6106,643.7782,929.607,543.7519
132.0778,196.1956,458.3783,955.2074,542.391,483.5837,779.1666,249.7936
822.526,631.541,294.6774,204.9844,593.9155,905.8549,289.3258,974.5004
899.9916,659.6776,933.1006,834.8176,29.405,212.339,891.5265,612.5121
436.7252,872.8537,693.9178,95.401,518.6303,969.5971,696.6861,158.9471
275.7134,699.0382,466.986,145.4875,908.6593,848.5768,146.2927,232.2414
421.4157,86.1995,755.6291,783.6446,520.4975,909.0349,775.3053,46.564
483.1041,494.2491,550.1529,965.7605,282.2733,488.5991,961.8221,66.1121
127.151,820.0796,828.3108,570.8841,313.5298,218.5637,120.019,87.013
26.9104,799.7952,283.1676,355.1306,899.4119,31.8486,124.3261,448.0982
190.2425,333.2647,602.9775,845.6554,253.5322,320.6271,223.0584,873.7629
881.5639,896.7842,855.7654,510.2761,87.1049,533.5202,611.7247,896.9043
68.4571,88.5092,354.8315,956.3611,593.2372,740.8129,562.2921,119.619
55.3821,999.0239,263.6752,793.59,201.3156,248.8726,340.9428,654.9337
671.7392,409.5099,604.989,942.8506,759.0535,529.6136,414.7181,797.2723
679.9622,447.1462,610.4478,307.3097,746.4244,226.8278,177.1929,454.3048
254.5036,592.3383,465.8651,828.0172,679.469,436.0553,335.8787,261.9142
265.0162,981.6209,113.5432,634.9538,931.6684,670.304,863.9247,752.8072

